Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
349,For sale,3.0,116.0,2.0,550.0,Olinda,Casa Caiada,650000.0
350,For sale,,32.0,,384.0,Recife,Boa Viagem,295000.0
351,For sale,3.0,129.0,,1000.0,Recife,Casa Amarela,780000.0
352,For sale,2.0,60.0,,0.0,Recife,Casa Amarela,320000.0
353,For sale,4.0,260.0,3.0,1650.0,Recife,Santana,1300000.0
354,For rent,4.0,10.0,4.0,0.0,Olinda,Casa Caiada,5000.0
355,For rent,2.0,59.0,,0.0,Recife,Santo Amaro,2300.0
356,For sale,4.0,160.0,,,Caruaru,Maurício de Nassau,500000.0
357,For sale,3.0,100.0,2.0,600.0,Recife,Boa Viagem,539000.0
358,For sale,,30.0,,,Jaboatão dos Guararapes,Piedade,285199.0
359,For sale,3.0,120.0,,822.0,Recife,Boa Viagem,350000.0
360,For rent,2.0,71.0,,0.0,Recife,Boa Viagem,3800.0
361,For sale,3.0,62.0,2.0,0.0,Igarassu,Saramandaia,30000.0
362,For sale,3.0,84.0,,,Recife,Rosarinho,880000.0
363,For sale,3.0,86.0,2.0,,Recife,Boa Viagem,595000.0
364,For sale,2.0,52.0,,400.0,Jaboatão dos Guararapes,Piedade,270000.0
365,For sale,3.0,80.0,,,Recife,Prado,470000.0
366,,,92.0,,800.0,Caruaru,Maurício de Nassau,480000.0
367,For sale,3.0,64.0,,,Paulista,Artur Lundgren I,180000.0
368,For sale,3.0,84.0,2.0,0.0,Recife,Rosarinho,842000.0
369,For sale,3.0,67.0,,450.0,Jaboatão dos Guararapes,Piedade,360000.0
370,For sale,4.0,245.0,2.0,1900.0,Jaboatão dos Guararapes,Piedade,1850000.0
371,For sale,2.0,56.0,,0.0,Recife,Casa Amarela,305000.0
372,For sale,3.0,70.0,,0.0,Recife,Afogados,310000.0
373,For sale,4.0,310.0,4.0,3000.0,Recife,Jaqueira,1850000.0
374,For sale,3.0,75.0,,400.0,Olinda,Casa Caiada,235000.0
375,,,250.0,,,Caruaru,Indianópolis,120000.0
376,,,1960.0,,,Cabo de Santo Agostinho,Distrito Industrial Diper,35280.0
377,,,1100.0,,,Paulista,Nobre,12100.0
378,For rent,2.0,,,,Caruaru,Boa Vista,900.0
379,For sale,,36.0,,,Jaboatão dos Guararapes,Candeias,205199.0
380,For sale,4.0,268.0,4.0,1.0,Recife,Pina,3543144.0
381,For sale,3.0,89.0,2.0,,Recife,Rosarinho,735600.0
382,For sale,3.0,126.0,2.0,880.0,Recife,Pina,1260000.0
383,,,38.0,,0.0,Recife,Encruzilhada,1300.0
384,For sale,3.0,79.0,,,Recife,Aflitos,455000.0
385,For rent,,25.0,,0.0,Recife,Encruzilhada,700.0
386,For sale,3.0,95.0,2.0,740.0,Recife,Espinheiro,650000.0
387,,,261.0,,0.0,Recife,Ilha do Leite,695000.0
388,For sale,2.0,51.0,,250.0,Recife,Várzea,280000.0
389,For sale,3.0,61.0,,300.0,Recife,Zumbi,320000.0
390,For sale,4.0,174.0,2.0,1100.0,Recife,Boa Viagem,800000.0
391,For sale,4.0,360.0,3.0,0.0,Recife,Boa Viagem,850000.0
392,For rent,3.0,60.0,,150.0,Recife,Santo Amaro,700.0
393,,,44.0,,680.0,Recife,Graças,480000.0
394,For sale,4.0,196.0,2.0,,Jaboatão dos Guararapes,Piedade,1200000.0
395,For sale,3.0,95.0,2.0,740.0,Recife,Espinheiro,650000.0
396,,,261.0,,0.0,Recife,Ilha do Leite,695000.0
397,For sale,2.0,51.0,,250.0,Recife,Várzea,280000.0
398,For sale,3.0,61.0,,300.0,Recife,Zumbi,320000.0
399,For sale,4.0,174.0,2.0,1100.0,Recife,Boa Viagem,800000.0
400,For sale,4.0,360.0,3.0,0.0,Recife,Boa Viagem,850000.0
401,For rent,3.0,60.0,,150.0,Recife,Santo Amaro,700.0
402,,,44.0,,680.0,Recife,Graças,480000.0
403,For sale,4.0,196.0,2.0,,Jaboatão dos Guararapes,Piedade,1200000.0
404,,,215.0,,,Recife,Graças,950000.0
405,,4.0,,,,Gravatá,Santana,3000.0
406,For sale,3.0,97.0,2.0,,Recife,Boa Viagem,859108.0
407,For sale,2.0,42.0,,,Paulista,Jardim Maranguape,122000.0
408,For sale,2.0,92.0,,100.0,Paulista,Janga,135000.0
409,For sale,3.0,105.0,2.0,750.0,Recife,Casa Amarela,871500.0
410,For sale,2.0,50.0,,,Paulista,Maria Farinha,170000.0
411,For sale,2.0,58.0,,340.0,Recife,Prado,280000.0
412,For sale,3.0,80.0,,,Recife,Tejipió,290000.0
413,For sale,3.0,95.0,2.0,,Caruaru,Nova Caruaru,659000.0
414,For sale,4.0,205.0,2.0,1748.0,Recife,Boa Viagem,1300000.0
415,For sale,3.0,86.0,2.0,640.0,Recife,Boa Viagem,550000.0
416,For sale,2.0,54.0,,0.0,Paulista,Pau Amarelo,
417,For sale,3.0,80.0,2.0,,Recife,Boa Viagem,519166.0
418,For sale,4.0,147.0,3.0,0.0,Recife,Poço,1026100.0
419,For sale,2.0,52.0,,0.0,Recife,Boa Vista,372000.0
420,For sale,,32.0,,371.0,Recife,Parnamirim,399000.0
421,For sale,,32.0,,0.0,Recife,Boa Viagem,250000.0
422,For sale,,36.0,,0.0,Recife,Poço,335200.0
423,For sale,,42.0,,0.0,Recife,Boa Viagem,386700.0
424,For sale,2.0,50.0,,0.0,Recife,Torre,330000.0
425,For sale,3.0,81.0,2.0,0.0,Recife,Pina,705470.0
426,For sale,3.0,71.0,,0.0,Recife,Pina,455000.0
427,For sale,3.0,130.0,,0.0,Recife,Boa Viagem,740000.0
428,For sale,,23.0,,0.0,Recife,Boa Viagem,260000.0
429,For sale,,33.0,,0.0,Recife,Boa Viagem,562500.0
430,For sale,3.0,140.0,2.0,700.0,Olinda,Casa Caiada,620000.0
431,For sale,4.0,161.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,2025000.0
432,For sale,2.0,65.0,,555.0,Recife,Boa Viagem,350000.0
433,For sale,2.0,46.0,,0.0,Recife,Boa Viagem,335700.0
434,For sale,4.0,135.0,2.0,0.0,Recife,Boa Viagem,1463000.0
435,For sale,3.0,115.0,2.0,0.0,Recife,Boa Viagem,700000.0
436,For sale,3.0,145.0,2.0,0.0,Recife,Boa Viagem,740000.0
437,For sale,4.0,146.0,2.0,0.0,Recife,Boa Viagem,1200000.0
438,For sale,4.0,135.0,2.0,800.0,Olinda,Casa Caiada,935000.0
439,For sale,4.0,135.0,2.0,800.0,Olinda,Casa Caiada,935000.0
440,For sale,5.0,503.0,,0.0,Cabo de Santo Agostinho,Paiva,5500000.0
441,For sale,3.0,96.0,2.0,0.0,Recife,Dois Irmãos,870000.0
442,For sale,2.0,46.0,,0.0,Recife,Dois Irmãos,285000.0
443,For sale,2.0,53.0,,0.0,Recife,Imbiribeira,299980.0
444,For sale,3.0,89.0,2.0,0.0,Recife,Rosarinho,736000.0
445,For sale,4.0,126.0,2.0,0.0,Recife,Pina,1257400.0
446,For sale,3.0,71.0,,0.0,Recife,Rosarinho,479400.0
447,For sale,2.0,57.0,,0.0,Recife,Casa Amarela,321000.0
448,For sale,3.0,91.0,2.0,0.0,Recife,Boa Viagem,827400.0
449,For sale,3.0,59.0,,0.0,Recife,Madalena,356000.0
450,For sale,3.0,61.0,,0.0,Recife,Prado,395000.0
451,For sale,3.0,67.0,,0.0,Recife,Ilha do Retiro,550000.0
452,For sale,4.0,123.0,2.0,0.0,Recife,Madalena,954000.0
453,For sale,,35.0,,0.0,Recife,Espinheiro,327300.0
454,For sale,3.0,93.0,2.0,0.0,Recife,Casa Amarela,680000.0
455,For sale,2.0,63.0,,0.0,Recife,Tamarineira,410000.0
456,For sale,,40.0,,0.0,Recife,Boa Viagem,328000.0
457,For sale,2.0,50.0,,0.0,Recife,Rosarinho,349000.0
458,For sale,,32.0,,0.0,Recife,Soledade,285000.0
459,For sale,3.0,67.0,,0.0,Recife,Casa Amarela,435500.0
460,For sale,3.0,67.0,,0.0,Recife,Pina,399000.0
461,For sale,2.0,46.0,,0.0,Recife,Madalena,355000.0
462,For sale,2.0,56.0,,0.0,Recife,Casa Amarela,400000.0
463,For sale,2.0,66.0,,605.0,Recife,Casa Amarela,370000.0
464,For sale,2.0,52.0,,0.0,Recife,Boa Viagem,370000.0
465,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,560000.0
466,For sale,3.0,94.0,2.0,886.0,Recife,Parnamirim,933500.0
467,For sale,3.0,97.0,2.0,0.0,Recife,Boa Viagem,905000.0
468,For sale,2.0,61.0,,0.0,Recife,Madalena,375000.0
469,For sale,3.0,92.0,,0.0,Recife,Boa Viagem,754000.0
470,For sale,2.0,61.0,,400.0,Recife,Iputinga,165000.0
471,For rent,4.0,150.0,3.0,0.0,Recife,Boa Viagem,6200.0
472,For rent,3.0,75.0,,0.0,Recife,Várzea,1500.0
473,For sale,3.0,121.0,,885.0,Recife,Boa Viagem,400000.0
474,For sale,2.0,68.0,,500.0,Recife,Madalena,390000.0
475,For sale,2.0,46.0,,0.0,Recife,Torre,320000.0
476,,,450.0,,,Camaragibe,Vale das Pedreiras,40000.0
477,For sale,2.0,60.0,,450.0,Recife,Encruzilhada,417000.0
478,For sale,2.0,46.0,,,Recife,Campo Grande,285000.0
479,For rent,2.0,47.0,,,Paulista,Pau Amarelo,550.0
480,For sale,2.0,58.0,,,Recife,Casa Amarela,470000.0
481,For sale,2.0,50.0,,,Paulista,Pau Amarelo,145000.0
482,For sale,,40.0,,,Jaboatão dos Guararapes,Barra de Jangada,279163.0
483,For rent,2.0,47.0,,,Paulista,Pau Amarelo,550.0
484,For sale,2.0,58.0,,,Recife,Casa Amarela,470000.0
485,For sale,2.0,50.0,,,Paulista,Pau Amarelo,145000.0
486,For sale,,40.0,,,Jaboatão dos Guararapes,Barra de Jangada,279163.0
487,For sale,4.0,134.0,2.0,0.0,Recife,Madalena,1200000.0
488,For rent,3.0,188.0,3.0,0.0,Recife,Boa Viagem,1700.0
489,For sale,,48.0,,1344.0,Recife,Boa Viagem,325000.0
490,,,30.0,,645.0,Recife,Boa Vista,160000.0
491,For sale,5.0,297.0,5.0,4500.0,Recife,Santana,3200000.0
492,For sale,3.0,159.0,2.0,1200.0,Olinda,Bairro Novo,530000.0
493,For sale,3.0,77.0,,350.0,Recife,Boa Viagem,210000.0
494,For sale,5.0,210.0,,,Recife,Casa Forte,1200000.0
495,For sale,4.0,145.0,3.0,0.0,Recife,Casa Forte,1014000.0
496,For sale,3.0,88.0,,612.0,Olinda,Casa Caiada,310000.0
497,,,24.0,,0.0,Recife,Madalena,1000.0
498,For sale,3.0,81.0,2.0,0.0,Recife,Boa Viagem,550000.0
499,For sale,3.0,110.0,2.0,910.0,Recife,Prado,495000.0
500,For sale,3.0,99.0,,1100.0,Recife,Parnamirim,350000.0
501,For rent,,28.0,,0.0,Recife,Boa Vista,1600.0
502,For sale,3.0,68.0,,120.0,Recife,Cordeiro,339000.0
503,For sale,3.0,106.0,,1000.0,Recife,Tamarineira,400000.0
504,For sale,4.0,135.0,2.0,,Jaboatão dos Guararapes,Centro,935187.0
505,For rent,3.0,81.0,2.0,0.0,Recife,Boa Viagem,4200.0
506,,,295.0,,0.0,Recife,Recife,7000.0
507,For sale,3.0,155.0,3.0,130.0,Paulista,Nossa Senhora do Ó,250000.0
508,,,42.0,,,Recife,Ilha do Leite,3500.0
509,,,1500.0,,0.0,Paulista,Pau Amarelo,2100000.0
510,For sale,3.0,159.0,2.0,0.0,Olinda,Salgadinho,520000.0
511,For rent,3.0,81.0,2.0,0.0,Recife,Boa Viagem,4200.0
512,For sale,,40.0,,,Recife,Soledade,271000.0
513,For rent,2.0,,,,Jaboatão dos Guararapes,Cajueiro Seco,1300.0
514,For sale,4.0,132.0,2.0,0.0,Recife,Ilha do Retiro,1281997.0
515,For sale,2.0,47.0,,0.0,Jaboatão dos Guararapes,Candeias,149200.0
516,For sale,3.0,240.0,3.0,0.0,Recife,Ipsep,549900.0
517,For sale,3.0,130.0,2.0,880.0,Jaboatão dos Guararapes,Piedade,689900.0
518,For sale,3.0,89.0,2.0,,Jaboatão dos Guararapes,Centro,719361.0
519,For sale,2.0,45.0,,225.0,Jaboatão dos Guararapes,Piedade,150000.0
520,For sale,3.0,120.0,2.0,0.0,Recife,Parnamirim,750000.0
521,For sale,3.0,104.0,,900.0,Recife,Parnamirim,420000.0
522,For sale,2.0,48.0,,0.0,Recife,Boa Vista,369000.0
523,For sale,3.0,310.0,3.0,0.0,Recife,Várzea,700000.0
524,For sale,3.0,,,,Abreu e Lima,Timbó,280000.0
525,For sale,,48.0,,730.0,Recife,Boa Viagem,270000.0
526,For rent,2.0,45.0,,565.0,Recife,Casa Amarela,1200.0
527,For sale,3.0,75.0,,0.0,Jaboatão dos Guararapes,Piedade,210000.0
528,,,19.0,,0.0,Recife,Santo Amaro,900.0
529,,,644.0,,0.0,Camaragibe,Timbí,1500000.0
530,For rent,2.0,40.0,,,Vitória de Santo Antão,Matriz,600.0
531,For sale,4.0,135.0,2.0,736.0,Recife,Boa Viagem,1390000.0
532,For sale,3.0,131.0,2.0,1000.0,Recife,Graças,530000.0
533,For sale,3.0,65.0,,0.0,Paulista,Janga,185000.0
534,For sale,3.0,94.0,2.0,0.0,Recife,Parnamirim,933522.0
535,For sale,2.0,96.0,,0.0,Recife,Parnamirim,380000.0
536,For sale,4.0,136.0,2.0,1150.0,Recife,Pina,1450000.0
537,For sale,3.0,140.0,2.0,360.0,Jaboatão dos Guararapes,Candeias,250000.0
538,For sale,4.0,208.0,4.0,0.0,Recife,Recife,1400000.0
539,For sale,3.0,86.0,,900.0,Recife,Boa Viagem,1200000.0
540,For sale,4.0,124.0,,0.0,Recife,Iputinga,350000.0
541,For sale,2.0,47.0,,,Recife,Campo Grande,259000.0
542,For sale,2.0,70.0,,540.0,Recife,Boa Viagem,330000.0
543,For sale,3.0,59.0,,,Recife,Boa Viagem,399124.0
544,For sale,3.0,95.0,,760.0,Recife,Aflitos,320000.0
545,For sale,2.0,85.0,2.0,650.0,Recife,Pina,900000.0
546,For sale,5.0,300.0,3.0,0.0,Recife,Ibura,250000.0
547,For sale,4.0,208.0,,0.0,Recife,Santana,2200000.0
548,For sale,4.0,121.0,2.0,550.0,Recife,Graças,750000.0
549,For sale,4.0,132.0,2.0,765.0,Recife,Boa Viagem,1400000.0
550,For rent,4.0,150.0,4.0,0.0,Recife,Boa Viagem,8200.0
551,For sale,2.0,45.0,,0.0,Paulista,Artur Lundgren I,150000.0
552,For sale,,33.0,,,Jaboatão dos Guararapes,Candeias,222211.0
553,For sale,3.0,61.0,,500.0,Recife,Tamarineira,400000.0
554,For sale,3.0,62.0,,50.0,Jaboatão dos Guararapes,Barra de Jangada,120000.0
555,For sale,4.0,166.0,3.0,1.0,Recife,Monteiro,1294178.0
556,For sale,3.0,126.0,,750.0,Jaboatão dos Guararapes,Candeias,500000.0
557,For rent,3.0,94.0,2.0,0.0,Recife,Boa Viagem,5300.0
558,For sale,4.0,163.0,3.0,780.0,Recife,Boa Viagem,1400000.0
559,For sale,3.0,173.0,,1230.0,Jaboatão dos Guararapes,Centro,580000.0
560,For rent,,43.0,,0.0,Recife,Boa Viagem,3600.0
561,For rent,2.0,48.0,,220.0,São Lourenço da Mata,Pixete,600.0
562,For sale,2.0,43.0,,0.0,Recife,Iputinga,219000.0
563,For sale,2.0,44.0,,0.0,Recife,Torreão,287399.0
564,For sale,2.0,53.0,,0.0,Recife,Graças,561000.0
565,For sale,2.0,44.0,,0.0,Recife,Torreão,287399.0
566,For sale,2.0,53.0,,0.0,Recife,Graças,561000.0
567,For rent,4.0,158.0,3.0,1600.0,Recife,Boa Viagem,4500.0
568,For sale,2.0,58.0,,359.0,Recife,Boa Viagem,599000.0
569,For sale,3.0,92.0,2.0,0.0,Recife,Boa Viagem,754000.0
570,For sale,3.0,144.0,,950.0,Recife,Boa Viagem,455000.0
571,For sale,2.0,56.0,,,Jaboatão dos Guararapes,Piedade,355308.0
572,For sale,4.0,140.0,2.0,0.0,Recife,Boa Viagem,900000.0
573,For sale,4.0,300.0,3.0,1800.0,Recife,Casa Forte,1200000.0
574,For rent,4.0,104.0,2.0,300.0,Camaragibe,Aldeia dos Camarás,3501.0
575,For rent,4.0,104.0,2.0,300.0,Camaragibe,Aldeia dos Camarás,3498.0
576,For rent,4.0,104.0,2.0,300.0,Camaragibe,Aldeia dos Camarás,3503.0
577,For sale,2.0,46.0,,0.0,Paulista,Jaguaribe,142000.0
578,For sale,2.0,53.0,,0.0,Jaboatão dos Guararapes,Candeias,175900.0
579,,,250.0,,,Jaboatão dos Guararapes,Floriano,25000.0
580,For sale,2.0,55.0,,0.0,Paulista,Janga,140000.0
581,For rent,2.0,75.0,,0.0,Recife,Totó,600.0
582,For sale,3.0,170.0,2.0,,Camaragibe,Aldeia dos Camarás,580000.0
583,,,63.0,,0.0,Recife,Ilha do Leite,4134.0
584,For sale,3.0,120.0,,800.0,Recife,Boa Viagem,580000.0
585,For sale,3.0,80.0,,765.0,Recife,Espinheiro,450000.0
586,For rent,3.0,120.0,2.0,0.0,Recife,Boa Viagem,2700.0
587,For rent,,42.0,,0.0,Recife,Boa Viagem,2100.0
588,For sale,3.0,73.0,,275.0,Recife,Tamarineira,240000.0
589,For sale,,30.0,,895.0,Jaboatão dos Guararapes,Candeias,180000.0
590,For sale,3.0,62.0,2.0,,Jaboatão dos Guararapes,Piedade,399326.0
591,For sale,3.0,94.0,2.0,0.0,Recife,Parnamirim,1096000.0
592,For sale,4.0,155.0,2.0,0.0,Recife,Boa Viagem,750000.0
593,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,730000.0
594,,,170.0,,0.0,Recife,Pina,9000.0
595,For rent,2.0,55.0,,,Paulista,Maranguape I,1049.0
596,For sale,3.0,93.0,2.0,0.0,Recife,Boa Viagem,1195000.0
597,For rent,2.0,50.0,,0.0,Recife,Boa Viagem,1700.0
598,For rent,3.0,70.0,,0.0,Paulista,Centro,1250.0
599,For sale,2.0,76.0,,506.0,Recife,Boa Viagem,250000.0
600,For sale,2.0,55.0,,50.0,Olinda,Fragoso,170000.0
601,,,160.0,,0.0,Recife,Coelhos,700000.0
602,For sale,,35.0,,0.0,Recife,Graças,285000.0
603,For sale,4.0,166.0,2.0,1358.0,Recife,Madalena,800000.0
604,,,26.0,,,Recife,Tamarineira,1840.0
605,For sale,4.0,200.0,2.0,500.0,Camaragibe,Aldeia dos Camarás,560000.0
606,For sale,5.0,220.0,2.0,1500.0,Recife,Espinheiro,700000.0
607,For sale,5.0,384.0,3.0,0.0,Caruaru,Luiz Gonzaga,450000.0
608,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,900000.0
609,For sale,2.0,60.0,,0.0,Recife,Boa Viagem,375000.0
610,For sale,3.0,96.0,2.0,800.0,Olinda,Casa Caiada,345000.0
611,For sale,,32.0,,0.0,Recife,Poço,386086.0
612,For sale,5.0,228.0,5.0,,Recife,Cordeiro,850000.0
613,For sale,3.0,67.0,,350.0,Recife,Imbiribeira,367999.0
614,For sale,2.0,55.0,,242.0,Camaragibe,Alberto Maia,189000.0
615,,,780.0,,,Abreu e Lima,Distrito Industrial,12000.0
616,For sale,3.0,74.0,2.0,500.0,Recife,Boa Viagem,550000.0
617,For sale,,50.0,,0.0,Recife,Alto do Mandu,28000.0
618,For rent,2.0,80.0,,700.0,Recife,Graças,1250.0
619,,,30.0,,386.0,Recife,Casa Amarela,210000.0
620,,,1335.0,,0.0,Recife,Pina,40000.0
621,,,,,0.0,Carpina,Santo Antônio,550000.0
622,For sale,3.0,163.0,2.0,1018.0,Recife,Espinheiro,850000.0
623,For sale,3.0,63.0,,225.0,Jaboatão dos Guararapes,Candeias,150000.0
624,For sale,3.0,63.0,,550.0,Recife,Campo Grande,235000.0
625,For sale,,37.0,,,Jaboatão dos Guararapes,Piedade,230157.0
626,For rent,3.0,108.0,,1284.0,Recife,Casa Amarela,800.0
627,For sale,3.0,105.0,2.0,850.0,Recife,Encruzilhada,698000.0
628,For sale,2.0,46.0,,200.0,Paulista,Jaguarana,48999.0
629,For rent,2.0,,2.0,,Recife,Várzea,1200.0
630,For rent,2.0,50.0,,0.0,Olinda,Jardim Atlântico,550.0
631,,,150.0,,,Recife,Boa Viagem,900000.0
632,For rent,3.0,113.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,5500.0
633,For sale,2.0,113.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,900000.0
634,For sale,3.0,79.0,2.0,,Jaboatão dos Guararapes,Centro,549123.0
635,,,243.0,,,Recife,Boa Vista,820000.0
636,For sale,2.0,65.0,,,Recife,Santo Amaro,150000.0
637,For rent,2.0,59.0,,320.0,Recife,Boa Viagem,2800.0
638,For sale,3.0,72.0,,0.0,Recife,Pina,460000.0
639,For sale,4.0,140.0,2.0,1000.0,Recife,Pina,1400000.0
640,For sale,3.0,160.0,2.0,1080.0,Recife,Boa Viagem,460000.0
641,For sale,4.0,352.0,3.0,0.0,Jaboatão dos Guararapes,Piedade,750000.0
642,For sale,,24.0,,0.0,Recife,Boa Viagem,207600.0
643,For sale,4.0,268.0,,875.0,Recife,Boa Viagem,695000.0
644,For sale,2.0,58.0,,700.0,Recife,Madalena,360000.0
645,For sale,4.0,115.0,,900.0,Gravatá,Porta Florada,420000.0
646,For sale,4.0,410.0,3.0,2800.0,Recife,Boa Viagem,4500000.0
647,For sale,2.0,70.0,,0.0,Paulista,Mirueira,219000.0
648,For sale,2.0,43.0,2.0,0.0,Jaboatão dos Guararapes,Marcos Freire,65000.0
649,For rent,3.0,,,,Recife,Jardim São Paulo,500.0
650,For sale,3.0,122.0,2.0,0.0,Recife,Casa Forte,970000.0
651,For sale,3.0,,,,Jaboatão dos Guararapes,Guararapes,600.0
652,For sale,4.0,350.0,4.0,0.0,Camaragibe,Aldeia dos Camarás,750000.0
653,For sale,4.0,152.0,2.0,1100.0,Recife,Boa Viagem,1760000.0
654,For sale,3.0,75.0,,0.0,Recife,Estância,210000.0
655,For rent,,32.0,,0.0,Recife,Pina,2300.0
656,For sale,4.0,200.0,2.0,0.0,Camaragibe,Aldeia dos Camarás,470000.0
657,For sale,3.0,75.0,,0.0,Jaboatão dos Guararapes,Candeias,380000.0
658,,,223.0,,3042.0,Recife,Boa Viagem,11150.0
659,For sale,4.0,250.0,2.0,1400.0,Recife,Casa Amarela,850000.0
660,For rent,3.0,,,,Jaboatão dos Guararapes,Guararapes,700.0
661,For sale,4.0,122.0,3.0,1100.0,Recife,Rosarinho,950000.0
662,For sale,4.0,152.0,3.0,0.0,Recife,Ilha do Retiro,900000.0
663,For rent,,35.0,,0.0,Recife,Aflitos,1800.0
664,For sale,3.0,63.0,,600.0,Recife,Casa Amarela,439500.0
665,For rent,3.0,150.0,2.0,180.0,Recife,Boa Viagem,2300.0
666,For sale,3.0,91.0,2.0,0.0,Recife,Torre,620000.0
667,For sale,4.0,411.0,3.0,3500.0,Recife,Boa Viagem,4500000.0
668,For sale,4.0,130.0,2.0,1000.0,Recife,Boa Viagem,1647811.0
669,For sale,2.0,49.0,,0.0,Recife,Poço,315000.0
670,For sale,,24.0,,500.0,Recife,Boa Viagem,267215.0
671,For sale,3.0,120.0,,800.0,Olinda,Casa Caiada,420000.0
672,For sale,2.0,45.0,,0.0,Recife,Iputinga,250000.0
673,For sale,3.0,90.0,,350.0,Recife,Pina,270000.0
674,For sale,,35.0,,0.0,Jaboatão dos Guararapes,Piedade,215000.0
675,For sale,,40.0,,0.0,Jaboatão dos Guararapes,Candeias,284999.0
676,For sale,4.0,131.0,2.0,,Recife,Parnamirim,680000.0
677,,,170.0,,0.0,Recife,Boa Viagem,13650.0
678,For rent,,46.0,,,Recife,Boa Viagem,2500.0
679,For rent,3.0,75.0,2.0,,Recife,Boa Viagem,3300.0
680,For sale,3.0,134.0,,0.0,Recife,Casa Amarela,650000.0
681,For sale,3.0,86.0,,580.0,Recife,Torre,230000.0
682,For sale,4.0,103.0,,0.0,Jaboatão dos Guararapes,Candeias,235000.0
683,For sale,3.0,130.0,2.0,1200.0,Recife,Tamarineira,450000.0
684,For sale,3.0,150.0,2.0,0.0,Recife,Boa Viagem,850000.0
685,For sale,3.0,135.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,600000.0
686,,,30.0,,0.0,Recife,Boa Viagem,1400.0
687,For sale,2.0,85.0,2.0,750.0,Jaboatão dos Guararapes,Candeias,330000.0
688,For sale,3.0,98.0,2.0,748.0,Jaboatão dos Guararapes,Candeias,380000.0
689,For sale,3.0,75.0,2.0,600.0,Caruaru,Universitário,340000.0
690,For sale,3.0,117.0,2.0,0.0,Caruaru,Luiz Gonzaga,340000.0
691,For sale,2.0,45.0,,0.0,Recife,Boa Vista,351000.0
692,For sale,2.0,54.0,,0.0,Paulista,Jaguaribe,150000.0
693,For sale,3.0,80.0,,250.0,Jaboatão dos Guararapes,Piedade,210000.0
694,For sale,2.0,43.0,,,Recife,Boa Viagem,470000.0
695,For rent,,33.0,,0.0,Recife,Pina,2500.0
696,For sale,4.0,420.0,4.0,2600.0,Recife,Boa Viagem,4487900.0
697,For sale,2.0,48.0,,465.0,Recife,Boa Viagem,369000.0
698,For sale,3.0,142.0,,1260.0,Recife,Boa Viagem,650000.0
699,For sale,3.0,106.0,2.0,750.0,Recife,Casa Amarela,870000.0
