Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
700,For sale,3.0,87.0,2.0,1000.0,Recife,Boa Viagem,870000.0
701,For sale,,38.0,,358.0,Recife,Boa Vista,357000.0
702,For sale,4.0,152.0,2.0,0.0,Recife,Boa Viagem,1760000.0
703,For sale,2.0,57.0,,0.0,Recife,Santo Amaro,390000.0
704,For sale,,,,,Olinda,Jardim Atlântico,
705,For sale,3.0,260.0,3.0,0.0,Recife,Torre,999000.0
706,For sale,2.0,57.0,,350.0,Recife,Encruzilhada,420000.0
707,For sale,3.0,66.0,,0.0,Jaboatão dos Guararapes,Candeias,435000.0
708,For sale,2.0,51.0,,0.0,Recife,Tamarineira,448000.0
709,For sale,3.0,80.0,2.0,500.0,Recife,Boa Viagem,520000.0
710,For sale,3.0,19.0,2.0,0.0,Recife,Boa Viagem,1590000.0
711,For rent,,34.0,,0.0,Recife,Boa Viagem,2000.0
712,For sale,3.0,80.0,,,Recife,Boa Viagem,399000.0
713,For sale,3.0,91.0,2.0,,Recife,Boa Viagem,685000.0
714,,,350.0,,,Recife,Ilha do Leite,9900.0
715,For sale,4.0,160.0,3.0,0.0,Recife,Boa Viagem,1600000.0
716,For rent,4.0,200.0,3.0,0.0,Recife,Boa Viagem,8500.0
717,For sale,2.0,42.0,,0.0,Camaragibe,Jardim Primavera,76400.0
718,For sale,2.0,50.0,,0.0,Olinda,Bultrins,185000.0
719,For sale,2.0,55.0,,0.0,Recife,Encruzilhada,296863.0
720,For sale,2.0,66.0,,400.0,Recife,Imbiribeira,200000.0
721,For sale,2.0,47.0,,,Recife,Boa Viagem,318991.0
722,For rent,2.0,60.0,,,Recife,Torrões,600.0
723,For sale,2.0,58.0,,0.0,Recife,Boa Viagem,580000.0
724,For sale,4.0,700.0,5.0,,Recife,Graças,1580000.0
725,For sale,2.0,54.0,,0.0,Olinda,Jardim Atlântico,247125.0
726,For sale,4.0,168.0,2.0,1250.0,Recife,Madalena,830000.0
727,For sale,2.0,70.0,,0.0,Paulista,Pau Amarelo,165000.0
728,For sale,3.0,63.0,,550.0,Recife,Casa Amarela,420000.0
729,For sale,2.0,50.0,,190.0,Jaboatão dos Guararapes,Candeias,180000.0
730,For sale,4.0,120.0,2.0,1246.0,Recife,Boa Viagem,640000.0
731,For sale,3.0,200.0,5.0,,Gravatá,Alpes Suiços,650000.0
732,,,25.0,,0.0,Recife,Boa Viagem,460000.0
733,For rent,2.0,55.0,,0.0,Recife,Apipucos,1500.0
734,For sale,4.0,290.0,2.0,2200.0,Recife,Monteiro,990000.0
735,For sale,3.0,90.0,2.0,500.0,Gravatá,Ebenezer,250000.0
736,For sale,2.0,63.0,,0.0,Jaboatão dos Guararapes,Candeias,340000.0
737,For rent,5.0,428.0,5.0,0.0,Recife,Parnamirim,8000.0
738,,,120.0,,800.0,Recife,Soledade,5000.0
739,,,41.0,,391.0,Recife,Boa Viagem,290000.0
740,For sale,3.0,90.0,2.0,500.0,Gravatá,Ebenezer,250000.0
741,For sale,2.0,63.0,,0.0,Jaboatão dos Guararapes,Candeias,340000.0
742,For rent,5.0,428.0,5.0,0.0,Recife,Parnamirim,8000.0
743,,,120.0,,800.0,Recife,Soledade,5000.0
744,,,41.0,,391.0,Recife,Boa Viagem,290000.0
745,For sale,2.0,64.0,,0.0,Gravatá,Nossa Senhora das Graças,120000.0
746,,,250.0,,0.0,Gravatá,Nossa Senhora das Graças,60000.0
747,,,300.0,,0.0,Gravatá,Nossa Senhora das Graças,1700000.0
748,For sale,2.0,140.0,2.0,0.0,Gravatá,Nossa Senhora das Graças,220000.0
749,,,250.0,,0.0,Gravatá,Porta Florada,800000.0
750,For sale,3.0,100.0,,0.0,Gravatá,Nossa Senhora das Graças,250000.0
751,For sale,2.0,68.0,,160.0,Caruaru,Universitário,210000.0
752,,,2500.0,,100.0,Recife,Graças,4000000.0
753,For sale,3.0,134.0,,0.0,Recife,Casa Amarela,650000.0
754,For rent,4.0,220.0,,0.0,Jaboatão dos Guararapes,Piedade,6500.0
755,,,1500.0,,,Paulista,Nobre,16500.0
756,For sale,2.0,57.0,,445.0,Recife,Encruzilhada,390000.0
757,For sale,2.0,59.0,,,Recife,Boa Viagem,510000.0
758,For sale,3.0,62.0,,,Recife,Prado,354603.0
759,,,2317.0,,,Jaboatão dos Guararapes,Curado,46340.0
760,For sale,4.0,378.0,4.0,2700.0,Jaboatão dos Guararapes,Piedade,1350000.0
761,For sale,4.0,246.0,3.0,1800.0,Recife,Boa Viagem,1100000.0
762,For sale,2.0,,,,Cabo de Santo Agostinho,Torrinha,100000.0
763,For rent,4.0,200.0,2.0,,Camaragibe,Aldeia dos Camarás,2950.0
764,For sale,3.0,115.0,2.0,860.0,Recife,Madalena,600000.0
765,For sale,3.0,70.0,,,Paulista,Centro,239000.0
766,For sale,4.0,208.0,3.0,1430.0,Recife,Torre,1720000.0
767,For rent,,30.0,,0.0,Jaboatão dos Guararapes,Candeias,2000.0
768,For sale,,38.0,,0.0,Recife,Boa Vista,325000.0
769,For sale,3.0,195.0,2.0,650.0,Gravatá,São José,500000.0
770,For sale,3.0,120.0,,0.0,Jaboatão dos Guararapes,Candeias,279890.0
771,For rent,2.0,60.0,,0.0,Recife,Vasco da Gama,700.0
772,For sale,,36.0,,0.0,Jaboatão dos Guararapes,Candeias,215000.0
773,,,64.0,,0.0,Recife,Boa Viagem,529394.0
774,For sale,4.0,90.0,,0.0,Recife,Madalena,789000.0
775,,,34.0,,0.0,Recife,Paissandu,2600.0
776,For sale,3.0,65.0,,200.0,Jaboatão dos Guararapes,Candeias,140000.0
777,For sale,3.0,120.0,,1500.0,Recife,Graças,430000.0
778,For sale,4.0,168.0,,1400.0,Recife,Pina,950000.0
779,For sale,,36.0,,750.0,Jaboatão dos Guararapes,Barra de Jangada,200000.0
780,For sale,2.0,50.0,,,Paulista,Pau Amarelo,140000.0
781,For sale,3.0,80.0,,0.0,Recife,Cordeiro,383000.0
782,,,225.0,,2500.0,Recife,Boa Viagem,1250000.0
783,For sale,3.0,128.0,2.0,1100.0,Recife,Boa Viagem,990000.0
784,For sale,2.0,52.0,,410.0,Recife,Boa Viagem,333000.0
785,For sale,3.0,80.0,,0.0,Recife,Cordeiro,383000.0
786,,,225.0,,2500.0,Recife,Boa Viagem,1250000.0
787,For sale,3.0,128.0,2.0,1100.0,Recife,Boa Viagem,990000.0
788,For sale,2.0,52.0,,410.0,Recife,Boa Viagem,333000.0
789,,,1360.0,,0.0,Jaboatão dos Guararapes,Jardim Jordão,2300000.0
790,,,1000.0,,0.0,Recife,Recife,17479.0
791,,,1670.0,,0.0,Recife,Ilha do Retiro,5000000.0
792,,,745.0,,0.0,Recife,Espinheiro,40000.0
793,For sale,5.0,278.0,5.0,0.0,Recife,Espinheiro,780000.0
794,For sale,2.0,52.0,,0.0,Igarassu,Cruz do Rebouças,150000.0
795,For rent,3.0,100.0,,0.0,Recife,Santo Amaro,2700.0
796,For sale,3.0,119.0,2.0,1315.0,Recife,Boa Viagem,680000.0
797,For sale,3.0,94.0,2.0,,Recife,Parnamirim,665000.0
798,For sale,4.0,164.0,3.0,900.0,Recife,Boa Viagem,1580000.0
799,For sale,,36.0,,,Recife,Pina,305000.0
800,For sale,,37.0,,,Jaboatão dos Guararapes,Candeias,250000.0
801,For sale,4.0,212.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,2500000.0
802,For sale,4.0,125.0,2.0,0.0,Recife,Boa Viagem,1320000.0
803,,,50.0,,0.0,Cabo de Santo Agostinho,Paiva,200520.0
804,,,917.0,,,Recife,Imbiribeira,20000.0
805,For sale,3.0,135.0,,500.0,Recife,Boa Vista,350000.0
806,For sale,4.0,241.0,3.0,0.0,Recife,Boa Viagem,3100000.0
807,For sale,2.0,47.0,,,Recife,Boa Viagem,307000.0
808,For rent,,0.0,,0.0,Recife,Boa Viagem,1600.0
809,For sale,2.0,60.0,2.0,400.0,Caruaru,Universitário,350000.0
810,For sale,3.0,69.0,,670.0,Recife,Espinheiro,389000.0
811,For sale,,35.0,,370.0,Recife,Casa Amarela,280000.0
812,For sale,2.0,65.0,,200.0,Jaboatão dos Guararapes,Candeias,110000.0
813,For sale,4.0,238.0,3.0,2100.0,Jaboatão dos Guararapes,Piedade,1600000.0
814,For sale,3.0,79.0,,0.0,Recife,Pina,705470.0
815,For sale,3.0,69.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,280000.0
816,For sale,3.0,97.0,2.0,0.0,Jaboatão dos Guararapes,Candeias,630000.0
817,For sale,,40.0,,0.0,Jaboatão dos Guararapes,Candeias,245000.0
818,For sale,2.0,53.0,,0.0,Recife,Várzea,380900.0
819,For sale,3.0,75.0,,450.0,Recife,Várzea,330000.0
820,For rent,2.0,60.0,,0.0,Jaboatão dos Guararapes,Candeias,750.0
821,For sale,2.0,120.0,2.0,,Camaragibe,Vale das Pedreiras,180000.0
822,,5.0,,5.0,,Paulista,Pau Amarelo,2500.0
823,For sale,2.0,59.0,,,Recife,Boa Viagem,340000.0
824,,,340.0,,0.0,Abreu e Lima,Timbó,1750000.0
825,For sale,3.0,158.0,,820.0,Olinda,Bairro Novo,650000.0
826,For rent,,40.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,1500.0
827,For sale,2.0,114.0,,0.0,Olinda,Bairro Novo,500000.0
828,For sale,3.0,89.0,2.0,850.0,Recife,Torre,550000.0
829,For sale,2.0,60.0,,500.0,Jaboatão dos Guararapes,Candeias,280000.0
830,,,30.0,,542.0,Recife,Santo Amaro,90000.0
831,For sale,2.0,0.0,,,Caruaru,Alto do Moura,110000.0
832,For sale,3.0,70.0,,0.0,Recife,Iputinga,460000.0
833,For sale,4.0,173.0,2.0,1100.0,Recife,Boa Viagem,800000.0
834,For sale,5.0,470.0,5.0,850.0,Jaboatão dos Guararapes,Curado,2200000.0
835,For sale,4.0,149.0,2.0,720.0,Recife,Caxangá,595000.0
836,For sale,3.0,169.0,,0.0,Caruaru,Maurício de Nassau,320000.0
837,For rent,4.0,175.0,3.0,0.0,Recife,Boa Viagem,12000.0
838,,,360.0,,,Caruaru,Nova Caruaru,110000.0
839,For sale,3.0,83.0,,0.0,Recife,Várzea,454000.0
840,For sale,3.0,73.0,,401.0,Recife,Encruzilhada,485000.0
841,For sale,3.0,80.0,2.0,580.0,Recife,Aflitos,540000.0
842,For rent,2.0,70.0,,0.0,Recife,Ilha do Leite,2000.0
843,For sale,3.0,60.0,,0.0,Recife,Boa Vista,385400.0
844,For sale,3.0,280.0,2.0,0.0,Recife,Ipsep,350000.0
845,,,14.0,,750.0,Recife,Boa Viagem,1600.0
846,For sale,4.0,127.0,2.0,,Recife,Boa Viagem,950000.0
847,For rent,2.0,54.0,,0.0,Recife,Encruzilhada,2300.0
848,For sale,4.0,136.0,2.0,,Recife,Boa Viagem,840000.0
849,For sale,4.0,140.0,2.0,3000.0,Recife,Derby,3000000.0
850,,,40.0,,486.0,Recife,Boa Viagem,145000.0
851,,,36.0,,613.0,Recife,Paissandu,110000.0
852,For sale,4.0,190.0,2.0,0.0,Olinda,Amaro Branco,730000.0
853,For sale,4.0,331.0,4.0,,Olinda,Casa Caiada,1650000.0
854,For rent,2.0,50.0,,0.0,Recife,Boa Viagem,2500.0
855,For sale,3.0,136.0,2.0,1200.0,Recife,Boa Viagem,490000.0
856,For sale,2.0,81.0,,410.0,Olinda,Rio Doce,240000.0
857,For sale,3.0,81.0,2.0,750.0,Recife,Boa Viagem,990000.0
858,For sale,3.0,123.0,,1150.0,Recife,Graças,465000.0
859,,,60.0,,2800.0,Recife,Ilha do Leite,5000.0
860,,,48.0,,589.0,Recife,Graças,350000.0
861,For rent,,42.0,,,Olinda,Casa Caiada,2600.0
862,For sale,3.0,100.0,2.0,0.0,Olinda,Casa Caiada,600000.0
863,For sale,2.0,106.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,1300000.0
864,For sale,3.0,107.0,,0.0,Olinda,Rio Doce,560000.0
865,For rent,4.0,166.0,2.0,,Recife,Rosarinho,5200.0
866,For sale,4.0,173.0,4.0,900.0,Recife,Recife,1650000.0
867,For sale,4.0,174.0,2.0,1200.0,Jaboatão dos Guararapes,Piedade,850000.0
868,For sale,3.0,93.0,2.0,760.0,Recife,Casa Amarela,720000.0
869,For rent,4.0,104.0,2.0,0.0,Olinda,Casa Caiada,1250.0
870,For sale,3.0,247.0,3.0,,Recife,São José,2200000.0
871,For sale,2.0,59.0,,,Recife,Boa Viagem,430000.0
872,,,56.0,,,Recife,Tamarineira,510000.0
873,,,56.0,,,Recife,Tamarineira,510000.0
874,For rent,4.0,450.0,5.0,0.0,Camaragibe,Aldeia dos Camarás,6000.0
875,For rent,,33.0,,0.0,Recife,Parnamirim,2900.0
876,,,197.0,,0.0,Recife,Graças,1500000.0
877,For sale,3.0,107.0,2.0,0.0,Recife,Boa Viagem,810000.0
878,For sale,3.0,97.0,2.0,,Recife,Boa Viagem,880900.0
879,For sale,3.0,230.0,3.0,,Recife,Boa Viagem,3500000.0
880,For sale,2.0,,,,Recife,Torre,289603.0
881,For rent,2.0,65.0,,,Caruaru,Cidade Alta,500.0
882,For sale,3.0,120.0,,835.0,Recife,Encruzilhada,330000.0
883,For sale,2.0,44.0,,300.0,Recife,Torre,350000.0
884,For sale,3.0,93.0,,,Recife,Iputinga,255000.0
885,For sale,2.0,,,,Recife,Torre,289600.0
886,For sale,4.0,180.0,,0.0,Paulista,Janga,245000.0
887,For rent,,40.0,,0.0,Jaboatão dos Guararapes,Piedade,1500.0
888,For sale,2.0,,,,Recife,Torre,289830.0
889,For sale,2.0,70.0,,500.0,Recife,Boa Viagem,250000.0
890,For sale,3.0,110.0,2.0,900.0,Recife,Aflitos,565000.0
891,For sale,3.0,0.0,,,Camaragibe,São Pedro,320000.0
892,For sale,3.0,75.0,,80.0,Olinda,Bairro Novo,145000.0
893,For sale,3.0,30.0,,,Jaboatão dos Guararapes,Vila Rica,100000.0
894,,,3150.0,,0.0,Paulista,Tabajara,210000.0
895,For sale,2.0,72.0,,400.0,Gravatá,Nossa Senhora das Graças,350000.0
896,For sale,3.0,106.0,2.0,800.0,Recife,Boa Viagem,880000.0
897,For rent,4.0,170.0,2.0,0.0,Gravatá,Nossa Senhora das Graças,2500.0
898,For rent,,27.0,,0.0,Recife,Boa Viagem,2500.0
899,For sale,3.0,120.0,2.0,900.0,Recife,Boa Viagem,850000.0
900,,,300.0,,0.0,Gravatá,Ebenezer,100000.0
901,For sale,3.0,85.0,2.0,700.0,Recife,Boa Viagem,600000.0
902,For sale,3.0,90.0,2.0,940.0,Jaboatão dos Guararapes,Piedade,517000.0
903,For sale,2.0,42.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,142000.0
904,For sale,2.0,42.0,,0.0,Camaragibe,Alberto Maia,140900.0
905,,,30.0,,440.0,Recife,Pina,190000.0
906,For sale,2.0,400.0,5.0,0.0,Paulista,Janga,400000.0
907,,,82.0,,1280.0,Recife,Paissandu,620000.0
908,For rent,,30.0,,0.0,Jaboatão dos Guararapes,Piedade,2000.0
909,For rent,3.0,108.0,2.0,0.0,Recife,Boa Viagem,6000.0
910,For sale,3.0,67.0,,0.0,Jaboatão dos Guararapes,Candeias,440000.0
911,For sale,,33.0,,0.0,Jaboatão dos Guararapes,Piedade,247000.0
912,For sale,3.0,170.0,2.0,1152.0,Recife,Boa Viagem,1050000.0
913,For rent,3.0,96.0,2.0,0.0,Recife,Boa Viagem,6500.0
914,For sale,5.0,280.0,3.0,,Recife,Hipódromo,800000.0
915,For sale,2.0,50.0,,250.0,Caruaru,Universitário,170000.0
916,For sale,3.0,67.0,,0.0,Recife,Ilha do Retiro,532000.0
917,For sale,2.0,56.0,,580.0,Recife,Boa Viagem,600000.0
918,For sale,,36.0,5.0,1.0,Recife,Graças,389000.0
919,For sale,4.0,100.0,,800.0,Jaboatão dos Guararapes,Piedade,150000.0
920,For sale,4.0,190.0,3.0,,Recife,Graças,1800000.0
921,For rent,2.0,57.0,,0.0,Recife,Boa Viagem,3200.0
922,For sale,3.0,55.0,,,Recife,Caxangá,350012.0
923,For sale,2.0,45.0,,0.0,Jaboatão dos Guararapes,Candeias,152999.0
924,For sale,,33.0,,0.0,Jaboatão dos Guararapes,Candeias,186000.0
925,For sale,2.0,51.0,,400.0,Recife,Madalena,370000.0
926,For rent,2.0,56.0,,0.0,Recife,Boa Viagem,3000.0
927,For sale,2.0,50.0,,,Recife,Aflitos,326000.0
928,For sale,3.0,90.0,2.0,,Jaboatão dos Guararapes,Candeias,590000.0
929,For sale,2.0,54.0,,0.0,Jaboatão dos Guararapes,Piedade,315000.0
930,For rent,2.0,51.0,,0.0,Jaboatão dos Guararapes,Piedade,2650.0
931,For sale,3.0,108.0,,650.0,Recife,Boa Viagem,310000.0
932,For sale,3.0,90.0,2.0,400.0,Caruaru,Maurício de Nassau,450000.0
933,For sale,2.0,48.0,,217.0,São Lourenço da Mata,Muribara,123000.0
934,For sale,3.0,97.0,2.0,0.0,Recife,Boa Viagem,830000.0
935,For sale,4.0,218.0,2.0,1900.0,Recife,Graças,1140000.0
936,For sale,2.0,90.0,,650.0,Recife,Boa Viagem,460000.0
937,For sale,3.0,63.0,,,Recife,Encruzilhada,290012.0
938,For sale,3.0,92.0,,0.0,Recife,San Martin,450000.0
939,For sale,3.0,74.0,2.0,,Paulista,Janga,280000.0
940,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,718177.0
941,For sale,4.0,112.0,2.0,0.0,Recife,Torre,790000.0
942,For rent,5.0,432.0,,0.0,Olinda,Bairro Novo,13000.0
943,For sale,3.0,70.0,,450.0,Recife,Rosarinho,220000.0
944,For sale,3.0,72.0,,,Recife,Cordeiro,520012.0
945,For sale,3.0,90.0,2.0,0.0,Recife,Pina,800000.0
946,For sale,2.0,40.0,,0.0,Jaboatão dos Guararapes,Candeias,285000.0
947,For sale,4.0,143.0,2.0,250.0,Jaboatão dos Guararapes,Candeias,270000.0
948,For sale,2.0,50.0,,0.0,Recife,Rosarinho,359000.0
949,For sale,2.0,48.0,,732.0,Gravatá,Alpes Suiços,180000.0
950,For sale,5.0,190.0,2.0,1090.0,Gravatá,Gravatá Centro,860000.0
951,For rent,3.0,110.0,2.0,680.0,Gravatá,Gravatá Centro,2000.0
952,For rent,3.0,,,,Jaboatão dos Guararapes,Guararapes,600.0
953,For sale,2.0,73.0,2.0,700.0,Jaboatão dos Guararapes,Candeias,370000.0
954,For sale,3.0,67.0,,,Recife,Ilha do Retiro,459000.0
955,,,30.0,,230.0,Recife,Santo Antônio,75000.0
956,For sale,2.0,58.0,,100.0,Olinda,Jardim Atlântico,100000.0
957,For rent,3.0,,,,Recife,Jardim São Paulo,600.0
958,For sale,2.0,57.0,,,Recife,Boa Viagem,893012.0
959,For sale,2.0,56.0,2.0,345.0,Jaboatão dos Guararapes,Piedade,340000.0
960,For sale,2.0,,,,Gravatá,Cruzeiro,140000.0
961,,,200.0,,,Recife,Santo Antônio,10000.0
962,For sale,2.0,78.0,,,Paulista,Pau Amarelo,299990.0
963,,,4000.0,,350000.0,Olinda,Ouro Preto,350000.0
964,For sale,4.0,600.0,,0.0,Olinda,Varadouro,750000.0
965,For sale,3.0,105.0,2.0,0.0,Recife,Casa Amarela,870000.0
966,For sale,3.0,200.0,,,Olinda,Rio Doce,220000.0
967,For sale,3.0,57.0,,,Recife,Tamarineira,236012.0
968,For sale,4.0,113.0,2.0,0.0,Recife,Torre,819000.0
969,,,1400.0,,0.0,Recife,Recife,10000.0
970,For sale,5.0,410.0,2.0,,Olinda,Carmo,1200000.0
971,,,42.0,,830.0,Recife,Derby,900.0
972,For sale,4.0,430.0,2.0,2700.0,Recife,Boa Viagem,1600000.0
973,For sale,,33.0,,,Recife,Soledade,256012.0
974,,,460.0,,0.0,Recife,Afogados,320000.0
975,For sale,2.0,46.0,,0.0,Paulista,Janga,175000.0
976,For sale,3.0,89.0,2.0,627.0,Jaboatão dos Guararapes,Centro,650000.0
977,For sale,3.0,82.0,,0.0,Jaboatão dos Guararapes,Candeias,429000.0
978,For rent,,0.0,,,Recife,Afogados,370.0
979,For sale,3.0,120.0,,1500.0,Recife,Graças,390000.0
980,,,2300.0,,,Paulista,Tabajara,70000.0
981,For sale,3.0,56.0,,1.0,São Lourenço da Mata,Pixete,141000.0
982,For sale,3.0,370.0,5.0,0.0,Recife,Iputinga,1000000.0
983,For rent,,41.0,,0.0,Recife,Boa Vista,1350.0
984,For sale,2.0,44.0,,175.0,Jaboatão dos Guararapes,Barra de Jangada,90000.0
985,For sale,2.0,47.0,,450.0,Recife,Várzea,250000.0
986,For sale,4.0,120.0,2.0,900.0,Gravatá,Ebenezer,320000.0
987,,,190.0,,0.0,Abreu e Lima,Centro,1150000.0
988,For sale,2.0,56.0,,,Recife,Iputinga,310012.0
989,For rent,3.0,70.0,,0.0,Recife,Madalena,2000.0
990,For sale,3.0,0.0,,,Recife,Cordeiro,215000.0
991,For sale,3.0,120.0,,650.0,Recife,Boa Viagem,600000.0
992,For sale,2.0,47.0,,160.0,Jaboatão dos Guararapes,Dois Carneiros,138000.0
993,For sale,4.0,125.0,,0.0,Recife,Boa Viagem,1400000.0
994,For sale,2.0,54.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,430000.0
995,For sale,4.0,140.0,3.0,0.0,Recife,Ilha do Retiro,850000.0
996,For sale,3.0,171.0,3.0,0.0,Recife,Monteiro,1900000.0
997,For rent,4.0,400.0,5.0,0.0,Recife,Hipódromo,8500.0
998,For sale,4.0,125.0,,0.0,Recife,Boa Viagem,1400000.0
999,For sale,2.0,54.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,430000.0
1000,For sale,4.0,140.0,3.0,0.0,Recife,Ilha do Retiro,850000.0
1001,For sale,3.0,171.0,3.0,0.0,Recife,Monteiro,1900000.0
1002,For rent,4.0,400.0,5.0,0.0,Recife,Hipódromo,8500.0
1003,For sale,2.0,50.0,,200.0,Recife,Tamarineira,200000.0
1004,For sale,2.0,42.0,,,Recife,Casa Forte,178995.0
1005,For sale,3.0,75.0,,,Recife,Torre,415012.0
1006,For sale,2.0,45.0,,,Recife,Torre,286995.0
1007,For sale,3.0,92.0,2.0,0.0,Recife,Boa Viagem,1080000.0
1008,For sale,3.0,150.0,3.0,1300.0,Recife,Jaqueira,890000.0
1009,,,162.0,,0.0,Recife,Pina,18500.0
1010,For sale,3.0,75.0,,1050.0,Recife,Boa Viagem,410000.0
1011,For sale,2.0,59.0,,0.0,Recife,Boa Viagem,560000.0
1012,For sale,2.0,47.0,,1.0,São Lourenço da Mata,Muribara,133999.0
1013,For sale,2.0,46.0,,,Jaboatão dos Guararapes,Candeias,155999.0
1014,For sale,2.0,42.0,,80.0,Paulista,Maranguape I,112540.0
1015,For sale,2.0,52.0,,0.0,Paulista,Nossa Senhora do Ó,140000.0
1016,For sale,,34.0,,379.0,Olinda,Jardim Atlântico,175000.0
1017,For sale,,37.0,,895.0,Jaboatão dos Guararapes,Piedade,175000.0
1018,For rent,2.0,50.0,,,Recife,Poço,2600.0
1019,For sale,4.0,147.0,2.0,1250.0,Recife,Parnamirim,649000.0
1020,For sale,2.0,46.0,,100.0,Jaboatão dos Guararapes,Candeias,149998.0
1021,For sale,2.0,47.0,,0.0,Recife,Boa Viagem,330000.0
1022,For rent,3.0,108.0,,0.0,Recife,Graças,2700.0
1023,For sale,3.0,107.0,2.0,0.0,Recife,Boa Viagem,900000.0
1024,For sale,2.0,57.0,,630.0,Recife,Pina,530000.0
1025,For sale,2.0,72.0,,846.0,Gravatá,Gravatá Centro,440000.0
1026,For sale,2.0,44.0,,520.0,Recife,Pina,678429.0
1027,For rent,3.0,,4.0,,Recife,Várzea,1200.0
1028,For rent,2.0,54.0,,,Paulista,Mirueira,820.0
1029,For sale,3.0,145.0,,0.0,Jaboatão dos Guararapes,Piedade,365000.0
1030,,,30.0,,0.0,Recife,Boa Viagem,1500.0
1031,For sale,4.0,172.0,3.0,1400.0,Recife,Monteiro,1550000.0
1032,For sale,,30.0,,0.0,Jaboatão dos Guararapes,Piedade,299999.0
1033,For rent,3.0,90.0,,0.0,Recife,Boa Viagem,2600.0
1034,For sale,3.0,103.0,3.0,780.0,Jaboatão dos Guararapes,Candeias,440000.0
1035,For sale,2.0,43.0,,,Recife,Torre,290012.0
1036,For sale,4.0,220.0,3.0,0.0,Recife,Tamarineira,2400000.0
1037,For rent,,41.0,,0.0,Recife,Pina,2200.0
1038,For rent,,35.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,1800.0
1039,For sale,3.0,72.0,,,Recife,Boa Viagem,570000.0
1040,For sale,4.0,130.0,2.0,0.0,Recife,Rosarinho,750000.0
1041,For sale,,30.0,,0.0,Recife,Imbiribeira,230000.0
1042,,,2200.0,,3400.0,Jaboatão dos Guararapes,Guararapes,24000.0
1043,For rent,3.0,360.0,,0.0,Jaboatão dos Guararapes,Piedade,8000.0
1044,For rent,,,,,Jaboatão dos Guararapes,Cavaleiro,500.0
1045,For rent,4.0,0.0,3.0,,Recife,Boa Viagem,8300.0
1046,For sale,,26.0,,20.0,Ipojuca,Porto de Galinhas,230000.0
1047,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,895000.0
1048,For sale,2.0,47.0,,1.0,Abreu e Lima,Planalto,125060.0
1049,For rent,2.0,93.0,,0.0,Recife,Boa Viagem,2600.0
