Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
1398,For sale,5.0,180.0,4.0,300.0,Gravatá,Nossa Senhora das Graças,650000.0
1399,For sale,4.0,323.0,3.0,1900.0,Recife,Boa Viagem,3500000.0
1400,For sale,4.0,134.0,2.0,,Recife,Madalena,1200000.0
1401,For sale,4.0,190.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,2495000.0
1402,For sale,3.0,66.0,,700.0,Recife,Boa Viagem,379000.0
1403,For sale,4.0,106.0,,900.0,Recife,Graças,515000.0
1404,For rent,2.0,45.0,,,Jaboatão dos Guararapes,Santana,900.0
1405,,,280.0,,,Gravatá,Nossa Senhora das Graças,950000.0
1406,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Piedade,300000.0
1407,For sale,4.0,570.0,4.0,1000.0,Camaragibe,Aldeia dos Camarás,1200000.0
1408,For rent,,40.0,,,Recife,Boa Viagem,1800.0
1409,For sale,,35.0,,500.0,Recife,Boa Viagem,219000.0
1410,For sale,3.0,69.0,,500.0,Olinda,Rio Doce,260000.0
1411,For sale,3.0,90.0,2.0,550.0,Recife,Torre,360000.0
1412,For sale,3.0,114.0,3.0,,Olinda,Bairro Novo,329000.0
1413,For sale,3.0,79.0,,550.0,Recife,Madalena,465000.0
1414,For rent,4.0,134.0,3.0,0.0,Jaboatão dos Guararapes,Candeias,8000.0
1415,For sale,3.0,200.0,3.0,0.0,Recife,Ipsep,580000.0
1416,For sale,5.0,260.0,5.0,0.0,Recife,Parnamirim,1400000.0
1417,,,1100.0,,,Igarassu,Monjope,55000.0
1418,,,2000.0,,,Jaboatão dos Guararapes,Guararapes,
1419,For sale,3.0,170.0,,700.0,Recife,Boa Viagem,590000.0
1420,For sale,2.0,53.0,,580.0,Recife,Boa Viagem,450000.0
1421,For rent,3.0,64.0,,0.0,Olinda,Casa Caiada,2499.0
1422,For rent,3.0,130.0,,0.0,Recife,Boa Viagem,4000.0
1423,,,375.0,,1500.0,Camaragibe,Aldeia dos Camarás,180000.0
1424,For sale,4.0,152.0,2.0,11.0,Recife,Boa Viagem,1620000.0
1425,For sale,4.0,300.0,2.0,1800.0,Jaboatão dos Guararapes,Piedade,1850000.0
1426,For rent,2.0,62.0,,0.0,Recife,Boa Viagem,4700.0
1427,For rent,2.0,60.0,,0.0,Recife,Ponto de Parada,2500.0
1428,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,819653.0
1429,For sale,4.0,185.0,2.0,0.0,Caruaru,Nova Caruaru,500000.0
1430,For sale,2.0,62.0,,600.0,Recife,Graças,400000.0
1431,For rent,4.0,251.0,4.0,,Cabo de Santo Agostinho,Paiva,15000.0
1432,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1433,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1434,For sale,3.0,70.0,2.0,0.0,Recife,Boa Vista,525000.0
1435,For sale,3.0,72.0,,575.0,Recife,Iputinga,400000.0
1436,For rent,3.0,100.0,2.0,0.0,Recife,Madalena,4300.0
1437,For sale,4.0,350.0,4.0,700.0,Camaragibe,Aldeia dos Camarás,1099000.0
1438,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Piedade,190000.0
1439,For sale,3.0,62.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,400000.0
1440,For sale,4.0,240.0,,1298.0,Recife,Boa Viagem,959000.0
1441,For sale,4.0,204.0,3.0,0.0,Recife,Jaqueira,1800000.0
1442,,,143.0,,0.0,Recife,Ipsep,4500.0
1443,For sale,4.0,157.0,3.0,1600.0,Recife,Boa Viagem,1300000.0
1444,For sale,3.0,97.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,780000.0
1445,For sale,4.0,350.0,4.0,800.0,Camaragibe,Aldeia dos Camarás,949900.0
1446,For rent,5.0,345.0,5.0,,Jaboatão dos Guararapes,Piedade,8000.0
1447,For sale,5.0,450.0,3.0,1.0,Jaboatão dos Guararapes,Candeias,738000.0
1448,For sale,2.0,51.0,2.0,0.0,Recife,Torre,391000.0
1449,For sale,2.0,58.0,,495.0,Recife,Encruzilhada,494000.0
1450,For sale,3.0,160.0,2.0,1100.0,Recife,Boa Viagem,850000.0
1451,,,0.0,,2950.0,Paulista,Janga,56000.0
1452,For sale,2.0,49.0,,0.0,Recife,Casa Amarela,360000.0
1453,For sale,4.0,136.0,2.0,1050.0,Recife,Boa Viagem,1250000.0
1454,,,832.0,,,Recife,Brejo da Guabiraba,100000.0
1455,For sale,3.0,66.0,,400.0,Jaboatão dos Guararapes,Candeias,400000.0
1456,For sale,3.0,136.0,2.0,900.0,Recife,Espinheiro,949900.0
1457,For sale,4.0,240.0,3.0,1500.0,Recife,Boa Viagem,1700000.0
1458,,,20.0,,0.0,Olinda,Peixinhos,35000.0
1459,For sale,2.0,44.0,,400.0,Recife,Boa Viagem,359000.0
1460,For sale,4.0,186.0,2.0,1150.0,Recife,Casa Amarela,900000.0
1461,,,960.0,,0.0,Jaboatão dos Guararapes,Prazeres,6000.0
1462,,,950.0,,0.0,Recife,Ipsep,11000.0
1463,For sale,2.0,79.0,,437.0,Recife,Boa Viagem,250000.0
1464,For sale,3.0,92.0,3.0,600.0,Recife,Boa Viagem,1200000.0
1465,For sale,4.0,181.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,1452000.0
1466,,,58.0,,498.0,Recife,Santo Antônio,1192.0
1467,,,2200.0,,0.0,Jaboatão dos Guararapes,Guararapes,33000.0
1468,,,1200.0,,0.0,Recife,Jordão,2500000.0
1469,For sale,2.0,0.0,,,Paulista,Pau Amarelo,219000.0
1470,For sale,2.0,50.0,,720.0,Recife,Aflitos,320000.0
1471,For sale,3.0,81.0,2.0,481.0,Recife,Boa Viagem,750000.0
1472,For sale,,41.0,,,Olinda,Casa Caiada,350000.0
1473,For sale,2.0,52.0,,415.0,Recife,Boa Viagem,300000.0
1474,For sale,3.0,150.0,,0.0,Gravatá,Santana,350000.0
1475,For rent,,26.0,,0.0,Recife,Cordeiro,550.0
1476,For sale,,36.0,,360.0,Recife,Graças,340000.0
1477,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,916835.0
1478,For sale,4.0,360.0,3.0,0.0,Recife,Boa Viagem,3600000.0
1479,For sale,3.0,75.0,,550.0,Recife,Madalena,420000.0
1480,For sale,3.0,89.0,2.0,800.0,Recife,Madalena,640000.0
1481,For sale,2.0,70.0,2.0,2800.0,Gravatá,Alpes Suiços,600000.0
1482,For sale,2.0,454.0,,0.0,Recife,Torre,350000.0
1483,For sale,3.0,104.0,,750.0,Recife,Boa Viagem,350000.0
1484,,,330.0,,,Recife,Boa Viagem,6000.0
1485,For sale,2.0,60.0,,140.0,Caruaru,Indianópolis,140000.0
1486,For rent,3.0,100.0,2.0,0.0,Recife,Madalena,4300.0
1487,For sale,2.0,43.0,,30.0,Recife,Várzea,158700.0
1488,For sale,3.0,116.0,2.0,700.0,Olinda,Casa Caiada,630000.0
1489,For sale,,39.0,,390.0,Jaboatão dos Guararapes,Candeias,280000.0
1490,For sale,4.0,300.0,4.0,0.0,Caruaru,Nova Caruaru,2000000.0
1491,For sale,2.0,49.0,,0.0,Recife,Madalena,264000.0
1492,For sale,3.0,110.0,,500.0,Recife,Santo Amaro,360000.0
1493,For sale,3.0,65.0,,640.0,Recife,Boa Viagem,300000.0
1494,For sale,4.0,180.0,2.0,1700.0,Recife,Espinheiro,600000.0
1495,For sale,,,,2.0,Ipojuca,Porto de Galinhas,289900.0
1496,For sale,2.0,109.0,2.0,0.0,Paulista,Nossa Senhora da Conceição,220000.0
1497,For sale,3.0,100.0,2.0,780.0,Recife,Boa Viagem,699000.0
1498,For sale,2.0,50.0,,0.0,Paulista,Janga,200000.0
1499,For sale,2.0,46.0,,400.0,Recife,Imbiribeira,240000.0
1500,,,275.0,,0.0,Gravatá,Gravatá Centro,85000.0
1501,,,0.0,,,Gravatá,Gravatá Centro,1500000.0
1502,For sale,4.0,246.0,2.0,400.0,Gravatá,Gravatá Centro,590000.0
1503,For sale,2.0,70.0,,700.0,Recife,Boa Viagem,335000.0
1504,For rent,3.0,10.0,2.0,0.0,Recife,Santana,4000.0
1505,,,136.0,,1499.0,Recife,Boa Viagem,6000.0
1506,For sale,3.0,145.0,,1026.0,Recife,Espinheiro,650000.0
1507,For sale,3.0,80.0,,0.0,Jaboatão dos Guararapes,Candeias,390000.0
1508,For sale,4.0,181.0,2.0,1200.0,Recife,Graças,800000.0
1509,For sale,,30.0,,0.0,Jaboatão dos Guararapes,Candeias,180000.0
1510,For sale,,28.0,,420.0,Recife,Boa Viagem,160000.0
1511,For sale,3.0,120.0,,0.0,Jaboatão dos Guararapes,Guararapes,180000.0
1512,For sale,3.0,120.0,2.0,0.0,Jaboatão dos Guararapes,Centro,850000.0
1513,For sale,,26.0,,20.0,Recife,Rosarinho,199000.0
1514,For sale,2.0,90.0,,200.0,Jaboatão dos Guararapes,Candeias,130000.0
1515,For sale,3.0,120.0,,800.0,Jaboatão dos Guararapes,Piedade,280000.0
1516,For sale,3.0,138.0,,1440.0,Recife,Boa Viagem,680000.0
1517,,,678.0,,0.0,Cabo de Santo Agostinho,Paiva,659000.0
1518,For rent,3.0,88.0,2.0,0.0,Recife,Madalena,3000.0
1519,For sale,2.0,71.0,,500.0,Jaboatão dos Guararapes,Piedade,220000.0
1520,For sale,5.0,229.0,2.0,1469.0,Recife,Boa Viagem,1200000.0
1521,For sale,3.0,100.0,,750.0,Recife,Boa Viagem,380000.0
1522,For sale,3.0,,,,Recife,Cordeiro,430000.0
1523,For sale,3.0,,,,Recife,Cordeiro,430000.0
1524,For sale,,48.0,,780.0,Recife,Boa Viagem,210000.0
1525,For rent,2.0,45.0,,1.0,Jaboatão dos Guararapes,Curado,980.0
1526,For sale,2.0,45.0,,0.0,Jaboatão dos Guararapes,Curado,157000.0
1527,For sale,2.0,56.0,,50.0,Jaboatão dos Guararapes,Piedade,145000.0
1528,For sale,2.0,53.0,,0.0,Recife,Várzea,380900.0
1529,For sale,2.0,59.0,,0.0,Paulista,Janga,125000.0
1530,For sale,2.0,52.0,5.0,0.0,Olinda,Jardim Atlântico,234900.0
1531,,,,,0.0,Recife,Recife,150.0
1532,For sale,,42.0,,,Recife,Brejo de Beberibe,126000.0
1533,,,999.0,,0.0,Cabo de Santo Agostinho,Ponte dos Carvalhos,600000.0
1534,,,300.0,,0.0,Recife,Imbiribeira,5500.0
1535,,,149.0,,,Recife,Boa Viagem,9685.0
1536,,,200.0,,,Recife,Imbiribeira,5000.0
1537,For sale,2.0,,,,Olinda,Alto da Conquista,140000.0
1538,For sale,2.0,48.0,,,Recife,Boa Vista,369000.0
1539,For sale,3.0,98.0,2.0,0.0,Recife,Boa Viagem,845000.0
1540,For sale,4.0,107.0,3.0,800.0,Recife,Tamarineira,750000.0
1541,For sale,,20.0,,20.0,Ipojuca,Porto de Galinhas,160000.0
1542,,,729.0,,0.0,Recife,Pina,28000.0
1543,For sale,2.0,91.0,,,Jaboatão dos Guararapes,Piedade,320000.0
1544,For sale,4.0,150.0,2.0,0.0,Recife,Ipsep,550000.0
1545,For sale,3.0,113.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,1000000.0
1546,For sale,2.0,73.0,,680.0,Recife,Boa Viagem,405000.0
1547,For sale,2.0,85.0,,317.0,Recife,Pina,210000.0
1548,For sale,,,,,Recife,Curado,130.0
1549,For sale,2.0,50.0,,700.0,Recife,Santana,310000.0
1550,,,600.0,,0.0,Camaragibe,Aldeia dos Camarás,230000.0
1551,For sale,,36.0,,1.0,Jaboatão dos Guararapes,Barra de Jangada,300000.0
1552,For sale,,31.0,,1.0,Jaboatão dos Guararapes,Piedade,290000.0
1553,For sale,2.0,60.0,,0.0,Recife,Areias,130000.0
1554,For rent,3.0,145.0,2.0,0.0,Recife,Encruzilhada,6500.0
1555,For sale,2.0,49.0,,190.0,São Lourenço da Mata,Centro,70000.0
1556,For sale,2.0,55.0,,0.0,Recife,Boa Viagem,339000.0
1557,For rent,2.0,50.0,,0.0,Recife,Arruda,750.0
1558,For sale,3.0,80.0,2.0,530.0,Recife,Boa Viagem,530000.0
1559,For sale,3.0,96.0,4.0,,Paulista,Engenho Maranguape,140000.0
1560,For sale,,47.0,,450.0,Recife,Parnamirim,200000.0
1561,,,0.0,,500.0,Camaragibe,Aldeia dos Camarás,210000.0
1562,For sale,4.0,302.0,3.0,0.0,Recife,Casa Forte,1650000.0
1563,For sale,3.0,64.0,2.0,0.0,Recife,Rosarinho,350000.0
1564,For sale,4.0,204.0,2.0,1250.0,Recife,Santana,1350000.0
1565,For sale,4.0,136.0,2.0,1300.0,Recife,Casa Forte,980000.0
1566,For sale,2.0,49.0,,0.0,Recife,Madalena,283000.0
1567,For sale,3.0,110.0,2.0,1070.0,Recife,Boa Viagem,1100000.0
1568,For sale,4.0,200.0,3.0,2000.0,Recife,Boa Viagem,1600000.0
1569,For rent,4.0,170.0,,0.0,Recife,Boa Viagem,5700.0
1570,For sale,3.0,79.0,,130.0,Recife,Afogados,240000.0
1571,For rent,,25.0,,272.0,Recife,Ilha do Leite,1750.0
1572,,,900.0,,0.0,Sairé,Povoado Insurreição,190000.0
1573,For sale,4.0,360.0,4.0,3200.0,Recife,Boa Viagem,6500000.0
1574,For sale,3.0,120.0,,,Recife,Estância,150000.0
1575,For sale,4.0,150.0,2.0,0.0,Recife,Poço,1180000.0
1576,,,2000.0,,,São Lourenço da Mata,Penedo,200000.0
1577,For sale,2.0,54.0,,0.0,Recife,Tamarineira,380000.0
1578,For rent,4.0,225.0,2.0,0.0,Olinda,Casa Caiada,5000.0
1579,For sale,4.0,130.0,2.0,0.0,Recife,Ilha do Retiro,900000.0
1580,For sale,3.0,60.0,,,Paulista,Janga,210000.0
1581,For sale,3.0,83.0,2.0,590.0,Recife,Boa Viagem,510000.0
1582,For rent,3.0,140.0,2.0,1300.0,Recife,Madalena,2500.0
1583,For sale,3.0,60.0,,225.0,Jaboatão dos Guararapes,Candeias,145000.0
1584,For sale,2.0,46.0,,,Jaboatão dos Guararapes,Piedade,190000.0
1585,For sale,4.0,125.0,3.0,900.0,Recife,Boa Viagem,850000.0
1586,For sale,2.0,89.0,,150.0,Olinda,Casa Caiada,145000.0
1587,For rent,3.0,120.0,2.0,0.0,Recife,Pina,4500.0
1588,For sale,5.0,330.0,4.0,0.0,Olinda,Bairro Novo,500000.0
1589,For sale,2.0,64.0,2.0,498.0,Jaboatão dos Guararapes,Barra de Jangada,460000.0
1590,For sale,4.0,218.0,3.0,2050.0,Jaboatão dos Guararapes,Piedade,1500000.0
1591,For sale,3.0,70.0,2.0,0.0,Recife,Várzea,400000.0
1592,For sale,4.0,135.0,2.0,1.0,Recife,Ilha do Retiro,897184.0
1593,For sale,3.0,83.0,2.0,700.0,Recife,Pina,830000.0
1594,For sale,3.0,92.0,2.0,0.0,Recife,Madalena,719000.0
1595,For sale,3.0,91.0,,0.0,Recife,Boa Viagem,600000.0
1596,For sale,4.0,234.0,3.0,1500.0,Recife,Casa Forte,1900000.0
1597,For sale,4.0,114.0,2.0,0.0,Recife,Rosarinho,800000.0
1598,For sale,2.0,46.0,,0.0,Recife,Boa Viagem,725568.0
1599,For sale,2.0,63.0,,1.0,Recife,Boa Viagem,440000.0
1600,For sale,2.0,110.0,2.0,850.0,Recife,Parnamirim,850000.0
1601,For sale,2.0,54.0,,433.0,Recife,Espinheiro,414126.0
1602,,,1500.0,,,Vitória de Santo Antão,Mário Bezerra,600000.0
1603,For sale,3.0,70.0,,680.0,Recife,Boa Viagem,300000.0
1604,For sale,3.0,152.0,2.0,1000.0,Recife,Boa Viagem,1470000.0
1605,For sale,2.0,45.0,,,Paulista,Pau Amarelo,129990.0
1606,,,40.0,,887.0,Recife,Ilha do Leite,215000.0
1607,For sale,2.0,54.0,,0.0,Paulista,Nossa Senhora da Conceição,136000.0
1608,For sale,4.0,350.0,3.0,3200.0,Recife,Boa Viagem,1299999.0
1609,For sale,2.0,54.0,,0.0,Paulista,Nossa Senhora da Conceição,136000.0
1610,For sale,4.0,350.0,3.0,3200.0,Recife,Boa Viagem,1299999.0
1611,For sale,3.0,70.0,,,Paulista,Centro,205439.0
1612,,,600.0,,0.0,Camaragibe,Aldeia dos Camarás,400000.0
1613,For sale,3.0,89.0,2.0,0.0,Jaboatão dos Guararapes,Candeias,702000.0
1614,For sale,3.0,93.0,2.0,0.0,Recife,Casa Amarela,599000.0
1615,For sale,3.0,87.0,2.0,800.0,Recife,Poço,750000.0
1616,For sale,4.0,162.0,3.0,0.0,Recife,Boa Viagem,1470208.0
1617,For sale,3.0,117.0,,1170.0,Recife,Boa Viagem,420000.0
1618,For sale,3.0,85.0,,800.0,Recife,Boa Viagem,270000.0
1619,For sale,2.0,66.0,,,Jaboatão dos Guararapes,Candeias,310000.0
1620,For sale,4.0,165.0,,500.0,Recife,Guabiraba,500000.0
1621,,,36.0,,0.0,Recife,Ilha do Leite,1700.0
1622,For sale,4.0,200.0,3.0,1100.0,Recife,Casa Forte,1600000.0
1623,For rent,2.0,45.0,,0.0,Recife,Imbiribeira,1700.0
1624,For rent,2.0,,,,Jaboatão dos Guararapes,Guararapes,700.0
1625,For rent,4.0,380.0,3.0,2500.0,Recife,Boa Viagem,11500.0
1626,For sale,3.0,54.0,,0.0,Paulista,Janga,165000.0
1627,,,25.0,,1003.0,Recife,Boa Viagem,900.0
1628,For sale,4.0,220.0,3.0,,Recife,Boa Viagem,2600000.0
1629,For sale,3.0,123.0,,0.0,Recife,Boa Viagem,630000.0
1630,For sale,3.0,120.0,,800.0,Recife,Boa Viagem,600000.0
1631,For sale,4.0,409.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,1900000.0
1632,For sale,5.0,560.0,4.0,,Jaboatão dos Guararapes,Piedade,2800000.0
1633,For rent,,50.0,,0.0,Recife,Boa Viagem,2500.0
1634,For sale,3.0,113.0,2.0,850.0,Recife,Poço,680000.0
1635,For sale,3.0,134.0,2.0,300.0,Recife,Casa Amarela,270000.0
1636,,,425.0,,0.0,Cabo de Santo Agostinho,Paiva,739000.0
1637,For sale,4.0,261.0,4.0,,Jaboatão dos Guararapes,Candeias,680000.0
1638,For sale,3.0,335.0,,,Jaboatão dos Guararapes,Piedade,750000.0
1639,For sale,4.0,202.0,2.0,1400.0,Jaboatão dos Guararapes,Piedade,800000.0
1640,For rent,2.0,60.0,,389.0,Recife,Santo Amaro,1300.0
1641,For sale,5.0,390.0,5.0,700.0,Camaragibe,Aldeia dos Camarás,0.0
1642,For sale,2.0,50.0,,0.0,Recife,Iputinga,290000.0
1643,For sale,3.0,61.0,,,Recife,Encruzilhada,430993.0
1644,For sale,,38.0,,300.0,Jaboatão dos Guararapes,Barra de Jangada,237000.0
1645,For sale,,33.0,,,Recife,Várzea,185000.0
1646,For sale,,49.0,,,Recife,Madalena,264000.0
1647,For rent,2.0,45.0,,0.0,São Lourenço da Mata,Pixete,800.0
1648,For sale,,23.0,,0.0,Recife,Boa Viagem,208000.0
1649,,,1152.0,,,Jaboatão dos Guararapes,Prazeres,20500.0
1650,For sale,,44.0,,80.0,Paulista,Janga,80000.0
1651,For sale,2.0,45.0,,200.0,Recife,Caxangá,227600.0
1652,For sale,3.0,82.0,,650.0,Recife,Espinheiro,420000.0
1653,For sale,,27.0,,,Recife,Boa Vista,197400.0
1654,For sale,4.0,150.0,2.0,1100.0,Jaboatão dos Guararapes,Piedade,700000.0
1655,For sale,2.0,53.0,,0.0,Olinda,Jardim Atlântico,245652.0
1656,For sale,4.0,200.0,3.0,0.0,Recife,Boa Viagem,1100000.0
1657,For sale,4.0,229.0,,,Recife,Torre,1750000.0
1658,For sale,3.0,104.0,,800.0,Recife,Tamarineira,430000.0
1659,For sale,4.0,203.0,3.0,0.0,Recife,Parnamirim,1600000.0
1660,For sale,3.0,82.0,2.0,650.0,Recife,Tamarineira,500000.0
1661,,,12974.0,,0.0,Camaragibe,Borralho,1050000.0
1662,For sale,2.0,52.0,,245.0,Jaboatão dos Guararapes,Piedade,110000.0
1663,For rent,2.0,63.0,,0.0,Recife,Boa Viagem,2600.0
1664,For sale,2.0,45.0,,485.0,Recife,Parnamirim,565000.0
1665,,,410.0,,372.0,Recife,Santo Amaro,480000.0
1666,For rent,3.0,106.0,,0.0,Recife,Imbiribeira,1600.0
1667,For sale,3.0,93.0,2.0,950.0,Jaboatão dos Guararapes,Candeias,460000.0
1668,For sale,2.0,44.0,,0.0,Recife,Imbiribeira,329900.0
1669,For sale,4.0,320.0,5.0,900.0,Camaragibe,Aldeia dos Camarás,1850008.0
1670,For rent,2.0,60.0,,603.0,Recife,Pina,2549.0
1671,For sale,3.0,89.0,2.0,,Recife,Rosarinho,665000.0
1672,,,650.0,,0.0,Caruaru,Divinópolis,9500.0
1673,For sale,2.0,57.0,,668.0,Olinda,Bairro Novo,400000.0
1674,For sale,4.0,215.0,3.0,970.0,Caruaru,Maurício de Nassau,1300000.0
1675,For rent,3.0,59.0,,0.0,Recife,Boa Viagem,2500.0
1676,,,490.0,,,Jaboatão dos Guararapes,Curado,170000.0
1677,For sale,,40.0,,0.0,Recife,Boa Viagem,330000.0
1678,For rent,2.0,49.0,,0.0,Paulista,Centro,1000.0
1679,For sale,2.0,,,0.0,Paulista,Artur Lundgren I,0.0
1680,For sale,2.0,45.0,,0.0,Recife,Jardim São Paulo,226000.0
1681,For sale,3.0,,3.0,,Recife,COHAB,150000.0
1682,For sale,3.0,99.0,,250.0,Jaboatão dos Guararapes,Candeias,185000.0
1683,For sale,3.0,100.0,2.0,0.0,Recife,Boa Viagem,780000.0
1684,For sale,3.0,100.0,,450.0,Recife,Santo Amaro,370000.0
1685,For sale,2.0,58.0,,0.0,Recife,Casa Amarela,436590.0
1686,For sale,4.0,251.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,3000000.0
1687,For sale,5.0,320.0,2.0,2000.0,Recife,Tamarineira,1400000.0
1688,For rent,2.0,60.0,,0.0,Jaboatão dos Guararapes,Piedade,2000.0
1689,For sale,4.0,300.0,5.0,890.0,Camaragibe,Aldeia dos Camarás,1499900.0
1690,For sale,4.0,639.0,5.0,0.0,Recife,Boa Viagem,3400000.0
1691,For rent,3.0,66.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,2100.0
1692,For sale,,40.0,,850.0,Recife,Boa Viagem,320000.0
1693,For sale,2.0,58.0,,0.0,Recife,Casa Amarela,436590.0
1694,For sale,4.0,251.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,3000000.0
1695,For sale,5.0,320.0,2.0,2000.0,Recife,Tamarineira,1400000.0
1696,For rent,2.0,60.0,,0.0,Jaboatão dos Guararapes,Piedade,2000.0
1697,For sale,4.0,300.0,5.0,890.0,Camaragibe,Aldeia dos Camarás,1499900.0
1698,For sale,4.0,639.0,5.0,0.0,Recife,Boa Viagem,3400000.0
1699,For rent,3.0,66.0,,0.0,Jaboatão dos Guararapes,Barra de Jangada,2100.0
1700,For sale,,40.0,,850.0,Recife,Boa Viagem,320000.0
1701,For sale,2.0,45.0,,0.0,Jaboatão dos Guararapes,Candeias,229900.0
1702,For sale,2.0,,,,Paulista,Nossa Senhora do Ó,
1703,For rent,4.0,149.0,2.0,0.0,Recife,Encruzilhada,6500.0
1704,For sale,2.0,112.0,,,Jaboatão dos Guararapes,Barra de Jangada,245000.0
1705,For sale,2.0,41.0,,0.0,Recife,Casa Amarela,322783.0
1706,For sale,,33.0,,300.0,Jaboatão dos Guararapes,Barra de Jangada,210000.0
1707,For sale,3.0,149.0,2.0,1.0,Recife,Monteiro,1250000.0
1708,For sale,3.0,102.0,2.0,0.0,Recife,Encruzilhada,640000.0
1709,For sale,2.0,52.0,,0.0,Recife,Várzea,273000.0
1710,For sale,3.0,87.0,,0.0,Recife,Várzea,279000.0
1711,For sale,3.0,93.0,,600.0,Jaboatão dos Guararapes,Candeias,250000.0
1712,For sale,3.0,74.0,,200.0,Recife,Iputinga,175000.0
1713,For sale,3.0,60.0,,460.0,Jaboatão dos Guararapes,Piedade,315000.0
1714,For rent,3.0,119.0,,,Recife,Boa Viagem,3800.0
1715,For sale,3.0,76.0,2.0,655.0,Recife,Espinheiro,550000.0
1716,For sale,3.0,60.0,,400.0,Jaboatão dos Guararapes,Piedade,229500.0
1717,For sale,3.0,102.0,2.0,0.0,Recife,Aflitos,700000.0
1718,For rent,3.0,81.0,2.0,0.0,Recife,Boa Viagem,4200.0
1719,For sale,3.0,97.0,2.0,800.0,Recife,Boa Viagem,699000.0
1720,For sale,,32.0,,446.0,Recife,Boa Viagem,225000.0
1721,For sale,2.0,54.0,,190.0,São Lourenço da Mata,Parque Capibaribe,130000.0
1722,For sale,,28.0,,328.0,Recife,Aflitos,350000.0
1723,For sale,5.0,10.0,2.0,0.0,Recife,Boa Viagem,1600000.0
1724,For sale,3.0,66.0,,400.0,Jaboatão dos Guararapes,Barra de Jangada,400000.0
1725,For sale,3.0,300.0,4.0,900.0,Gravatá,Ponto Alto,950000.0
1726,For sale,3.0,106.0,2.0,0.0,Recife,Boa Viagem,730000.0
1727,For rent,2.0,60.0,,,Olinda,Vila Popular,700.0
1728,,,60.0,,0.0,Recife,Boa Viagem,3200.0
1729,For sale,4.0,346.0,4.0,450.0,Gravatá,Alpes Suiços,1600000.0
1730,For sale,3.0,306.0,,0.0,Gravatá,Nossa Senhora das Graças,190000.0
1731,For sale,2.0,57.0,,268.0,Recife,Santo Amaro,458000.0
1732,For rent,,35.0,,0.0,Recife,Boa Viagem,1850.0
1733,For sale,4.0,270.0,4.0,890.0,Camaragibe,Aldeia dos Camarás,1349902.0
